SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
5628,2270,2020-01-26 22:53:17.678025600,,,,,,991.906661637261,,
5629,2271,2019-11-11 07:22:41.558793600,RESPONSE,,,,,,,
5630,2271,2019-11-12 19:17:00.053376000,RISK,,,,,,,
5631,2271,2019-11-13 13:55:25.799808000,APPROVED,PLASTIC,37,20800,48,,,
5632,2271,2019-11-14 14:46:44.266886400,DELIVERED,,,,,,53100,1
5633,2271,2019-11-15 11:38:11.596243200,,,,,,58.1805593586426,,
5634,2272,2019-11-16 18:42:09.863539200,RESPONSE,,,,,,,
5635,2272,2019-11-19 06:27:02.277244800,RISK,,,,,,,
5636,2272,2019-11-21 08:28:00.244444800,APPROVED,PLASTIC,40,75400,32,,,
5637,2272,2019-11-22 06:36:00.026265600,DELIVERED,,,,,,44100,1
5638,2272,2019-11-22 07:36:57.040963200,,,,,,15960.2212270654,,
5639,2272,2019-11-22 16:34:49.078156800,,,,,,9040.92443049982,,
5640,2272,2019-11-26 10:45:41.196585600,,,,,,46.1088674301299,,
5641,2273,2019-11-15 01:34:47.133552000,RESPONSE,,,,,,,
5642,2273,2019-11-15 23:36:12.855168000,RISK,,,,,,,
5643,2273,2019-11-16 05:31:57.902332800,APPROVED,PLASTIC,49,6500,38,,,
5644,2273,2019-11-16 15:10:00.393772800,DELIVERED,,,,,,53100,2
5645,2273,2019-11-17 01:28:12.553651200,,,,,,241.540064498017,,
5646,2273,2019-11-18 08:37:15.197174400,,,,,,8801.43200219443,,
5647,2273,2019-11-22 18:53:40.046524800,,,,,,31.1148873719948,,
5648,2273,2019-11-27 19:27:25.120137600,,,,,,568.389891870082,,
5649,2274,2019-11-11 00:07:30.001699200,RESPONSE,,,,,,,
5650,2274,2019-11-11 13:31:40.197216000,RISK,,,,,,,
5651,2274,2019-11-12 15:52:42.553631999,APPROVED,PLASTIC,49,10100,43,,,
5652,2274,2019-11-13 01:00:05.529715198,DELIVERED,,,,,,11560,0
5653,2274,2019-11-15 09:09:25.496985598,,,,,,613.079178686476,,
5654,2274,2019-11-24 14:21:21.071951998,,,,,,2060.80229359093,,
5655,2274,2019-11-25 13:30:16.789939198,,,,,,1350.8678360302,,
5656,2274,2020-01-17 09:20:00.868329598,,,,,,11.5578222783458,,
5657,2278,2019-11-11 00:00:00.000000000,,,,,,,,
5658,2279,2019-11-21 03:28:23.660601600,RESPONSE,,,,,,,
5659,2279,2019-11-21 16:35:36.526185600,RISK,,,,,,,
5660,2279,2019-11-23 02:53:10.143110400,REJECTED,INCOME,,,,,,
5661,2280,2019-11-13 03:48:00.330969600,RESPONSE,,,,,,,
5662,2280,2019-11-13 21:03:43.263820800,RISK,,,,,,,
5663,2280,2019-11-15 21:52:48.819360000,APPROVED,DIGITAL,41,26400,49,,,
5664,2283,2019-11-17 06:10:53.137430400,RESPONSE,,,,,,,
5665,2283,2019-11-18 06:34:30.513100799,RISK,,,,,,,
5666,2283,2019-11-18 21:40:43.685068799,APPROVED,PLASTIC,33,39100,47,,,
5667,2283,2019-11-20 20:33:41.693529599,DELIVERED,,,,,,53100,2
5668,2283,2019-11-22 05:36:05.771491199,,,,,,79.4430550656993,,
5669,2283,2019-11-24 09:47:09.163334398,,,,,,136.940594345944,,
5670,2283,2019-12-03 10:01:45.052233598,,,,,,390.361482007752,,
5671,2283,2019-12-06 11:07:28.034428797,,,,,,163.055680968337,,
5672,2284,2019-11-13 15:58:12.163065600,RESPONSE,,,,,,,
5673,2284,2019-11-17 07:54:30.096432000,RISK,,,,,,,
5674,2284,2019-11-17 14:26:49.264771200,APPROVED,PLASTIC,44,7200,39,,,
5675,2284,2019-11-25 09:03:22.944787200,DELIVERED,,,,,,44100,0
5676,2284,2019-12-09 15:55:22.960502400,,,,,,4991.83417835572,,
5677,2284,2019-12-25 06:32:57.454857600,,,,,,2488.38340624556,,
5678,2284,2020-01-01 14:39:49.877107200,,,,,,896.767813657865,,
5679,2284,2020-01-11 23:49:48.781603200,,,,,,410.935036016848,,
5680,2286,2019-11-11 10:21:04.479321600,RESPONSE,,,,,,,
5681,2286,2019-11-12 00:27:54.331948800,RISK,,,,,,,
5682,2286,2019-11-13 08:30:50.396371200,REJECTED,EMPTY,,,,,,
5683,2287,2019-11-19 12:34:36.710486400,RESPONSE,,,,,,,
5684,2287,2019-11-21 06:43:37.033881600,RISK,,,,,,,
5685,2287,2019-11-29 03:12:10.516147200,APPROVED,DIGITAL,31,11700,37,,,
5686,2287,2019-12-05 04:28:16.219430400,,,,,,9.31038878650415,,
5687,2287,2019-12-05 06:13:58.853625600,,,,,,69.1196641257109,,
5688,2287,2019-12-06 01:04:45.314428800,,,,,,163.913901876688,,
5689,2288,2019-11-14 13:46:14.877984000,RESPONSE,,,,,,,
5690,2288,2019-11-15 00:56:06.155491200,RISK,,,,,,,
5691,2288,2019-11-16 20:53:08.618496000,APPROVED,DIGITAL,34,16400,47,,,
5692,2288,2020-02-06 05:08:07.056124800,,,,,,151.537697309495,,
5693,2288,2020-02-06 14:14:21.424128000,,,,,,13.6868163541099,,
5694,2288,2020-05-17 02:24:09.133689600,,,,,,28.7392189146597,,
5695,2288,2020-05-17 09:40:05.108592000,,,,,,9.62426749773454,,
5696,2288,2020-05-27 05:50:50.922297600,,,,,,782.239428551007,,
5697,2290,2019-11-11 00:00:00.000000000,,,,,,,,
5698,2291,2019-11-11 00:00:00.000000000,,,,,,,,
5699,2292,2019-12-14 12:17:47.370480000,RESPONSE,,,,,,,
5700,2292,2019-12-15 19:31:43.993977600,RISK,,,,,,,
5701,2292,2019-12-16 18:26:00.035721600,APPROVED,PLASTIC,40,9500,49,,,
5702,2292,2019-12-24 19:40:36.456787200,DELIVERED,,,,,,44100,3
5703,2294,2019-11-11 07:25:58.349049600,RESPONSE,,,,,,,
5704,2294,2019-11-14 09:37:47.920252799,RISK,,,,,,,
5705,2294,2019-11-15 20:57:18.275961599,APPROVED,DIGITAL,39,26300,36,,,
5706,2294,2019-11-18 03:13:03.953510399,,,,,,1732.96910232161,,
5707,2294,2019-11-19 12:21:37.749686399,,,,,,49.3557505099757,,
5708,2294,2019-11-19 20:53:47.869065599,,,,,,3062.75841604079,,
5709,2294,2019-11-22 00:32:30.514041599,,,,,,5040.99203782494,,
5710,2295,2019-11-11 00:00:00.000000000,,,,,,,,
5711,2296,2019-11-11 02:49:35.439715200,RESPONSE,,,,,,,
5712,2296,2019-11-14 20:42:09.245663999,RISK,,,,,,,
5713,2296,2019-11-15 23:50:09.121199999,REJECTED,USAGE,,,,,,
5714,2297,2019-11-11 00:00:00.000000000,,,,,,,,
5715,2298,2019-11-11 00:00:00.000000000,,,,,,,,
5716,2299,2019-11-13 21:37:49.001894400,RESPONSE,,,,,,,
5717,2299,2019-11-14 20:19:48.753206400,RISK,,,,,,,
5718,2299,2019-11-25 03:12:16.115904000,APPROVED,PLASTIC,42,61600,30,,,
5719,2299,2019-11-25 20:02:23.226028800,DELIVERED,,,,,,44100,3
5720,2299,2019-11-26 12:40:55.520486399,,,,,,145.255855479833,,
5721,2299,2019-11-29 07:54:24.606662398,,,,,,14.6434297959319,,
5722,2299,2019-12-11 09:09:46.988035198,,,,,,40.4368521880203,,
5723,2300,2019-11-11 00:00:00.000000000,,,,,,,,
5724,2301,2019-11-11 06:01:43.009276800,RESPONSE,,,,,,,
5725,2301,2019-11-14 23:07:32.247379200,RISK,,,,,,,
5726,2301,2019-11-24 20:28:13.707552000,APPROVED,PLASTIC,45,4500,49,,,
5727,2301,2019-11-27 07:50:35.446905600,DELIVERED,,,,,,53100,3
5728,2301,2019-12-02 06:59:25.634256000,,,,,,15.3569949010544,,
5729,2301,2019-12-07 23:31:15.886617600,,,,,,363.523872014127,,
5730,2301,2019-12-15 02:10:49.434211200,,,,,,6.01254252355651,,
5731,2301,2019-12-16 17:24:25.849756800,,,,,,650.440302754899,,
5732,2303,2019-11-12 14:37:54.781420800,RESPONSE,,,,,,,
5733,2303,2019-11-13 21:54:24.194246400,RISK,,,,,,,
5734,2303,2019-11-14 20:24:21.209558400,APPROVED,DIGITAL,38,3900,48,,,
5735,2303,2019-11-16 13:36:44.555471999,,,,,,6.08067931032531,,
5736,2303,2019-11-21 08:39:06.946847998,,,,,,343.669432339015,,
5737,2303,2019-12-25 19:38:36.545855998,,,,,,15307.7109344644,,
5738,2303,2019-12-27 23:03:10.155657598,,,,,,765.932444238746,,
5739,2303,2019-12-29 12:10:59.160719998,,,,,,202.560020882926,,
5740,2305,2019-11-13 12:43:11.141961600,RESPONSE,,,,,,,
5741,2305,2019-11-16 05:22:37.302672000,RISK,,,,,,,
5742,2305,2019-11-20 04:44:26.412892800,REJECTED,INCOME,,,,,,
5743,2306,2019-11-11 06:31:38.525692800,RESPONSE,,,,,,,
5744,2306,2019-11-24 10:45:29.986012800,RISK,,,,,,,
5745,2306,2019-12-03 17:32:46.616899200,APPROVED,DIGITAL,48,500,42,,,
5746,2306,2019-12-12 17:52:09.077145600,,,,,,102.67708876711,,
5747,2306,2019-12-14 02:10:12.794822400,,,,,,166.19695542195,,
5748,2306,2019-12-15 15:21:27.958233600,,,,,,429.91902559821,,
5749,2308,2019-11-16 07:26:35.273731200,RESPONSE,,,,,,,
5750,2308,2019-11-20 03:29:00.723177600,RISK,,,,,,,
5751,2308,2019-11-20 13:53:45.119616000,REJECTED,INCOME,,,,,,
5752,2309,2019-11-13 12:12:00.677174400,RESPONSE,,,,,,,
5753,2309,2019-11-19 07:37:09.628751999,RISK,,,,,,,
5754,2309,2019-11-20 23:40:06.118147199,REJECTED,MOP,,,,,,
5755,2311,2019-11-12 05:34:37.675200000,RESPONSE,,,,,,,
5756,2311,2019-11-12 17:48:13.617360000,RISK,,,,,,,
5757,2311,2019-11-14 01:29:58.222406400,APPROVED,DIGITAL,40,22600,30,,,
5758,2311,2019-11-16 04:09:35.589744000,,,,,,2386.52264290657,,
5759,2311,2019-11-16 04:40:35.290387200,,,,,,917.620807987979,,
5760,2311,2019-11-18 14:47:50.697772800,,,,,,173.965926854481,,
5761,2311,2019-11-19 17:58:42.886704000,,,,,,3105.83855114715,,
5762,2313,2019-11-12 05:12:19.950566400,RESPONSE,,,,,,,
5763,2313,2019-11-13 07:59:10.637750400,RISK,,,,,,,
5764,2313,2019-11-14 16:35:42.639676800,REJECTED,EMPTY,,,,,,
5765,2314,2019-11-11 00:00:00.000000000,,,,,,,,
5766,2315,2019-11-11 00:00:00.000000000,,,,,,,,
5767,2316,2019-11-11 04:42:45.244713600,RESPONSE,,,,,,,
5768,2316,2019-11-12 02:12:45.827193600,RISK,,,,,,,
5769,2316,2019-11-13 00:19:08.622768000,APPROVED,DIGITAL,46,10100,38,,,
5770,2316,2019-11-18 06:00:01.403308800,,,,,,43.68465662623,,
5771,2316,2019-11-18 21:25:08.033548800,,,,,,34.8558473767898,,
5772,2316,2019-11-19 16:10:20.615376000,,,,,,2137.73449458272,,
5773,2316,2019-12-03 04:35:57.380208000,,,,,,9.81955527437736,,
5774,2316,2019-12-04 14:09:45.186825600,,,,,,237.442277302641,,
5775,2318,2019-11-20 03:57:46.504512000,RESPONSE,,,,,,,
5776,2318,2019-11-28 03:38:30.425942400,RISK,,,,,,,
5777,2318,2019-12-03 04:49:24.630268800,APPROVED,PLASTIC,39,26000,37,,,
5778,2318,2019-12-05 19:02:30.501225600,DELIVERED,,,,,,64000,2
5779,2318,2019-12-13 14:49:18.206630400,,,,,,504.356781709854,,
5780,2318,2019-12-19 05:48:04.343788799,,,,,,1853.63438250583,,
5781,2318,2020-01-27 01:07:57.876700799,,,,,,5741.95784154181,,
5782,2318,2020-01-27 09:22:32.747519999,,,,,,6075.18269550993,,
5783,2318,2020-01-30 21:57:36.926985599,,,,,,3315.24738303126,,
5784,2319,2019-11-11 14:21:27.539683200,RESPONSE,,,,,,,
5785,2319,2019-11-12 22:35:50.930534400,RISK,,,,,,,
5786,2319,2019-11-13 03:32:46.807526400,APPROVED,DIGITAL,32,13600,47,,,
5787,2319,2019-11-14 11:30:13.495449600,,,,,,0.557484653026439,,
5788,2319,2019-11-26 15:56:48.502204800,,,,,,288.891725404089,,
5789,2319,2019-12-02 16:31:57.749721600,,,,,,715.763399450915,,
5790,2319,2019-12-12 13:43:36.939302400,,,,,,431.501953299825,,
5791,2319,2019-12-13 05:38:43.016812800,,,,,,116.363756989259,,
5792,2320,2019-11-11 00:00:00.000000000,,,,,,,,
5793,2327,2019-11-18 19:41:09.088512000,RESPONSE,,,,,,,
5794,2327,2019-11-22 02:30:24.278515200,RISK,,,,,,,
5795,2327,2019-11-26 21:52:51.904531200,APPROVED,PLASTIC,30,19400,49,,,
5796,2327,2019-11-27 10:14:48.382972800,DELIVERED,,,,,,11560,3
5797,2327,2019-11-27 10:28:37.527916800,,,,,,1045.23482519065,,
5798,2327,2019-11-28 09:13:17.706144000,,,,,,9689.52031921521,,
5799,2329,2019-11-13 22:18:22.089225600,RESPONSE,,,,,,,
5800,2329,2019-11-16 18:26:35.323123200,RISK,,,,,,,
5801,2329,2019-11-19 01:24:33.657782400,APPROVED,PLASTIC,33,34500,37,,,
5802,2329,2019-11-21 23:55:21.582307200,DELIVERED,,,,,,11560,3
5803,2329,2019-11-23 16:25:40.916726399,,,,,,9110.53425000332,,
5804,2329,2019-11-24 02:18:13.832611199,,,,,,941.744602704676,,
5805,2330,2019-11-12 08:39:04.266979200,RESPONSE,,,,,,,
5806,2330,2019-11-15 15:18:48.374582400,RISK,,,,,,,
5807,2330,2019-11-18 05:49:34.662979200,REJECTED,EMPTY,,,,,,
5808,2331,2019-11-20 22:22:09.674256000,RESPONSE,,,,,,,
5809,2331,2019-11-21 23:30:16.424928000,RISK,,,,,,,
5810,2331,2019-11-23 08:39:08.313091200,APPROVED,DIGITAL,37,4800,48,,,
5811,2331,2019-11-25 10:17:20.614243200,,,,,,581.682120759602,,
5812,2331,2019-11-25 13:36:56.099030400,,,,,,85.0344814529907,,
5813,2331,2019-11-26 00:25:53.887929600,,,,,,71.6966658948273,,
5814,2331,2019-11-26 09:12:59.184230400,,,,,,10.3915590999536,,
5815,2332,2019-11-16 15:25:17.644684800,RESPONSE,,,,,,,
5816,2332,2019-11-18 16:11:53.062425600,RISK,,,,,,,
5817,2332,2019-11-22 20:35:27.208060800,REJECTED,MOP,,,,,,
5818,2333,2019-11-11 00:00:00.000000000,,,,,,,,
5819,2334,2019-11-11 00:00:00.000000000,,,,,,,,
5820,2336,2019-11-11 03:21:00.252950400,RESPONSE,,,,,,,
5821,2336,2019-11-13 04:35:37.490755200,RISK,,,,,,,
5822,2336,2019-11-16 13:27:31.382064000,REJECTED,MOP,,,,,,
5823,2338,2019-11-12 13:30:30.609446400,RESPONSE,,,,,,,
5824,2338,2019-11-16 17:52:59.667369600,RISK,,,,,,,
5825,2338,2019-11-17 10:19:30.580060800,REJECTED,USAGE,,,,,,
5826,2339,2019-11-18 01:53:38.006822400,RESPONSE,,,,,,,
5827,2339,2019-11-18 20:12:56.306736000,RISK,,,,,,,
5828,2339,2019-11-21 14:26:33.851875200,REJECTED,USAGE,,,,,,
5829,2341,2019-11-12 03:51:23.607100800,RESPONSE,,,,,,,
5830,2341,2019-11-13 12:26:35.123712000,RISK,,,,,,,
5831,2341,2019-11-16 21:10:54.769180800,APPROVED,PLASTIC,33,5800,34,,,
5832,2341,2019-11-17 22:32:47.978534400,DELIVERED,,,,,,64000,3
5833,2341,2019-12-04 06:14:20.315040000,,,,,,33.2164567755389,,
5834,2343,2019-11-11 20:48:52.951305600,RESPONSE,,,,,,,
5835,2343,2019-11-18 07:33:06.997161600,RISK,,,,,,,
5836,2343,2019-11-28 09:09:48.280320000,APPROVED,PLASTIC,48,15700,48,,,
5837,2343,2019-11-30 10:16:48.422985599,DELIVERED,,,,,,11560,4
5838,2343,2019-11-30 19:40:06.130041599,,,,,,1570.90722212508,,
5839,2343,2019-12-06 00:32:58.878556799,,,,,,1741.79563833616,,
5840,2343,2019-12-06 09:04:04.994371199,,,,,,2779.27129245398,,
5841,2345,2019-11-11 00:00:00.000000000,,,,,,,,
5842,2346,2019-11-15 12:43:17.988556800,RESPONSE,,,,,,,
5843,2346,2019-11-28 10:25:26.865753600,RISK,,,,,,,
5844,2346,2019-12-05 16:50:00.599366400,REJECTED,MOP,,,,,,
5845,2350,2019-11-12 13:42:44.298460800,RESPONSE,,,,,,,
5846,2350,2019-11-15 02:36:54.350668800,RISK,,,,,,,
5847,2350,2019-11-16 08:22:08.455008000,APPROVED,PLASTIC,39,60400,44,,,
5848,2350,2019-11-18 02:50:26.851776000,DELIVERED,,,,,,53100,3
5849,2350,2019-11-18 03:38:59.520019200,,,,,,34.8410654914641,,
5850,2350,2019-11-23 08:53:19.626115200,,,,,,1407.73692829905,,
5851,2350,2019-11-25 12:02:06.600624000,,,,,,104.55871977698,,
5852,2351,2019-11-11 20:12:24.719241600,RESPONSE,,,,,,,
5853,2351,2019-11-12 03:00:37.523347200,RISK,,,,,,,
5854,2351,2019-11-14 17:54:51.259536000,REJECTED,EMPTY,,,,,,
5855,2352,2019-11-11 21:32:35.201500800,RESPONSE,,,,,,,
5856,2352,2019-11-12 13:30:06.218985600,RISK,,,,,,,
5857,2352,2019-11-13 15:45:34.262956800,APPROVED,PLASTIC,30,3300,42,,,
5858,2352,2019-11-13 22:00:51.851951999,DELIVERED,,,,,,53100,1
5859,2352,2019-11-21 02:18:15.763823999,,,,,,24.1812612015743,,
5860,2352,2020-01-03 09:46:37.801603199,,,,,,479.238187967508,,
5861,2353,2019-11-11 17:49:27.303340800,RESPONSE,,,,,,,
5862,2353,2019-11-15 11:51:21.107520000,RISK,,,,,,,
5863,2353,2019-11-17 01:16:00.251875200,REJECTED,MOP,,,,,,
5864,2355,2019-11-11 18:36:20.036419200,RESPONSE,,,,,,,
5865,2355,2019-11-14 21:06:09.191520000,RISK,,,,,,,
5866,2355,2019-11-19 12:16:45.261580800,APPROVED,PLASTIC,39,10500,39,,,
5867,2355,2019-11-20 08:07:12.840729600,DELIVERED,,,,,,44100,0
5868,2355,2019-11-20 17:23:43.059033600,,,,,,1968.03634167362,,
5869,2355,2019-11-22 05:49:46.862054400,,,,,,237.78839065574,,
5870,2358,2019-11-11 01:49:07.220928000,RESPONSE,,,,,,,
5871,2358,2019-11-12 06:01:57.449740800,RISK,,,,,,,
5872,2358,2019-11-13 22:23:25.801123200,APPROVED,PLASTIC,49,600,48,,,
5873,2358,2019-11-14 20:41:44.577686400,DELIVERED,,,,,,11560,3
5874,2358,2019-11-15 20:02:21.920697600,,,,,,16.5565514746275,,
5875,2358,2019-11-18 17:23:25.187625600,,,,,,22.8323338524711,,
5876,2358,2019-11-19 04:06:39.808944000,,,,,,32.6304831459121,,
5877,2358,2019-11-20 03:56:33.293644800,,,,,,5870.34421934645,,
5878,2358,2019-11-25 18:14:40.614115200,,,,,,2216.6533519948,,
5879,2359,2019-11-15 03:20:20.368291200,RESPONSE,,,,,,,
5880,2359,2019-11-16 03:16:42.891801600,RISK,,,,,,,
5881,2359,2019-11-18 05:21:23.969462400,APPROVED,PLASTIC,43,900,39,,,
5882,2359,2019-11-20 07:45:55.547884800,DELIVERED,,,,,,44100,3
5883,2359,2019-11-28 01:19:15.061238400,,,,,,788.939702825907,,
5884,2360,2019-11-24 22:49:27.985094400,RESPONSE,,,,,,,
5885,2360,2019-11-27 23:37:35.930236800,RISK,,,,,,,
5886,2360,2019-11-28 13:39:55.046822400,REJECTED,USAGE,,,,,,
5887,2362,2019-11-20 18:27:42.633216000,RESPONSE,,,,,,,
5888,2362,2019-11-24 00:28:30.049795200,RISK,,,,,,,
5889,2362,2019-11-25 05:09:30.752668800,REJECTED,MOP,,,,,,
5890,2364,2019-11-11 08:48:15.215587200,RESPONSE,,,,,,,
5891,2364,2019-11-13 20:36:09.982540800,RISK,,,,,,,
5892,2364,2019-11-17 04:04:18.824793600,REJECTED,INCOME,,,,,,
5893,2365,2019-11-11 12:57:52.003612800,RESPONSE,,,,,,,
5894,2365,2019-11-13 12:40:51.896870400,RISK,,,,,,,
5895,2365,2019-11-15 20:36:38.106604800,APPROVED,PLASTIC,46,33900,43,,,
5896,2365,2019-11-19 00:05:23.178508800,DELIVERED,,,,,,11560,1
5897,2365,2019-11-19 04:42:39.641759999,,,,,,29.4588543537927,,
5898,2365,2019-11-19 08:54:57.059395199,,,,,,487.142746181508,,
5899,2365,2020-09-17 00:51:54.496569599,,,,,,76.5607111039771,,
5900,2365,2020-09-17 01:17:03.774451199,,,,,,6905.83361543677,,
5901,2366,2019-11-11 04:41:17.065823999,RESPONSE,,,,,,,
5902,2366,2019-11-12 01:22:04.789718399,RISK,,,,,,,
5903,2366,2019-11-18 08:20:28.567535999,APPROVED,DIGITAL,36,17500,49,,,
5904,2366,2019-11-23 16:05:44.013206399,,,,,,333.967809716548,,
5905,2367,2019-11-11 06:18:14.481763200,RESPONSE,,,,,,,
5906,2367,2019-11-26 05:54:55.510156800,RISK,,,,,,,
5907,2367,2019-11-29 21:02:24.255340800,APPROVED,DIGITAL,36,10700,34,,,
5908,2367,2019-11-30 03:10:13.173283200,,,,,,7.05372727643372,,
5909,2370,2019-11-12 01:26:56.866646400,RESPONSE,,,,,,,
5910,2370,2019-11-13 13:38:22.090444800,RISK,,,,,,,
5911,2370,2019-11-13 18:36:16.412025600,APPROVED,PLASTIC,45,2300,40,,,
5912,2370,2019-11-19 05:39:50.102438400,DELIVERED,,,,,,44100,0
5913,2370,2019-11-19 22:27:39.845635200,,,,,,1257.97814809355,,
5914,2370,2019-11-21 00:14:57.096470400,,,,,,317.564550529235,,
5915,2370,2020-04-12 05:32:12.044630400,,,,,,113.915475824386,,
5916,2371,2019-11-11 00:00:00.000000000,,,,,,,,
5917,2372,2019-11-11 00:00:00.000000000,,,,,,,,
5918,2373,2019-11-11 00:18:16.173215999,RESPONSE,,,,,,,
5919,2373,2019-11-11 16:36:17.555644799,RISK,,,,,,,
5920,2373,2019-11-12 12:50:21.138950399,REJECTED,INCOME,,,,,,
5921,2375,2019-12-07 14:44:00.405225600,RESPONSE,,,,,,,
5922,2375,2019-12-08 23:08:44.734560000,RISK,,,,,,,
5923,2375,2019-12-09 12:44:58.503465600,APPROVED,PLASTIC,33,2900,36,,,
5924,2375,2019-12-11 00:10:56.014464000,DELIVERED,,,,,,53100,1
5925,2376,2019-11-11 10:51:36.695174400,RESPONSE,,,,,,,
5926,2376,2019-11-12 22:51:08.199763200,RISK,,,,,,,
5927,2376,2019-11-22 17:47:42.745257600,REJECTED,INCOME,,,,,,
5928,2377,2019-11-11 00:00:00.000000000,,,,,,,,
5929,2381,2019-11-11 09:55:25.905532800,RESPONSE,,,,,,,
5930,2381,2019-11-18 14:18:19.575273600,RISK,,,,,,,
5931,2381,2019-11-22 04:01:59.828102400,REJECTED,EMPTY,,,,,,
5932,2383,2019-11-17 19:29:28.458988800,RESPONSE,,,,,,,
5933,2383,2019-11-18 15:25:52.092105600,RISK,,,,,,,
5934,2383,2019-11-19 08:34:35.534035200,APPROVED,PLASTIC,39,11800,45,,,
5935,2383,2019-11-20 06:32:18.758457600,DELIVERED,,,,,,44620,2
5936,2383,2019-11-20 07:21:45.326390400,,,,,,207.495118096949,,
5937,2383,2019-11-20 19:00:41.224233600,,,,,,124.332647676571,,
5938,2383,2019-11-24 07:06:58.825756800,,,,,,3060.08541237727,,
5939,2383,2019-11-30 06:08:01.301740800,,,,,,519.360086581718,,
5940,2384,2019-11-11 05:58:53.568940800,RESPONSE,,,,,,,
5941,2384,2019-11-12 17:33:12.545366400,RISK,,,,,,,
5942,2384,2019-11-13 07:44:09.886992000,REJECTED,EMPTY,,,,,,
5943,2386,2019-11-11 00:00:00.000000000,,,,,,,,
5944,2387,2019-11-11 00:00:00.000000000,,,,,,,,
5945,2388,2019-11-11 04:28:25.891651200,RESPONSE,,,,,,,
5946,2388,2019-11-11 23:05:57.704092800,RISK,,,,,,,
5947,2388,2019-11-25 02:45:07.303795200,APPROVED,PLASTIC,47,9400,46,,,
5948,2388,2019-11-26 03:32:13.666387199,DELIVERED,,,,,,44100,3
5949,2388,2019-11-26 10:35:07.647849599,,,,,,41.0013807493934,,
5950,2388,2019-11-27 06:58:12.613468799,,,,,,96.4115176820544,,
5951,2388,2020-02-26 02:15:26.495596799,,,,,,523.344341643161,,
5952,2388,2020-03-01 09:18:17.078860799,,,,,,496.011813598692,,
5953,2390,2019-11-11 09:37:23.641161600,RESPONSE,,,,,,,
5954,2390,2019-11-12 04:22:08.200876800,RISK,,,,,,,
5955,2390,2019-11-14 16:26:11.429577600,REJECTED,EMPTY,,,,,,
5956,2391,2019-11-12 05:39:32.201308800,RESPONSE,,,,,,,
5957,2391,2019-11-17 04:56:14.271590400,RISK,,,,,,,
5958,2391,2019-11-18 01:00:52.515417600,APPROVED,PLASTIC,32,19600,46,,,
5959,2391,2019-11-18 09:29:07.079539200,DELIVERED,,,,,,53100,2
5960,2391,2019-11-18 22:04:45.741244800,,,,,,164.017892692058,,
5961,2391,2020-01-03 09:17:14.439120000,,,,,,6732.15608914941,,
5962,2391,2020-01-15 12:06:08.232652800,,,,,,40111.7284358272,,
5963,2391,2020-01-16 07:04:49.552867200,,,,,,172.541873437157,,
5964,2391,2020-01-16 07:09:23.423241600,,,,,,9369.62344143285,,
5965,2392,2019-11-11 12:26:15.687340800,RESPONSE,,,,,,,
5966,2392,2019-11-12 11:34:58.862467200,RISK,,,,,,,
5967,2392,2019-11-15 03:56:01.127616000,APPROVED,DIGITAL,37,100,41,,,
5968,2392,2019-12-27 16:56:02.322988799,,,,,,423.764661163097,,
5969,2392,2019-12-30 10:15:26.917199999,,,,,,1379.58136190666,,
5970,2392,2019-12-30 13:43:47.797276799,,,,,,2043.87691545898,,
5971,2392,2019-12-31 04:58:42.568982399,,,,,,405.956216113475,,
5972,2392,2019-12-31 06:04:34.898015999,,,,,,97.6170919896486,,
5973,2395,2019-11-12 03:00:25.377062400,RESPONSE,,,,,,,
5974,2395,2019-11-12 13:19:35.651395200,RISK,,,,,,,
5975,2395,2019-11-17 03:53:58.182316800,APPROVED,PLASTIC,46,6400,30,,,
5976,2395,2019-11-19 19:42:40.922812800,DELIVERED,,,,,,53100,2
5977,2395,2019-11-21 12:52:29.848598400,,,,,,3044.45359811053,,
5978,2395,2019-11-21 13:29:57.855120000,,,,,,35.9358655390023,,
5979,2395,2019-11-21 21:26:34.137628800,,,,,,20.7732843726238,,
5980,2395,2019-11-23 05:21:55.767772800,,,,,,572.225078187274,,
5981,2395,2019-11-23 07:24:00.553190400,,,,,,95.7334367505806,,
5982,2396,2019-11-11 12:19:01.183555199,RESPONSE,,,,,,,
5983,2396,2019-11-12 17:40:54.459379199,RISK,,,,,,,
5984,2396,2019-11-14 01:26:33.296207999,APPROVED,DIGITAL,30,34600,41,,,
5985,2396,2019-11-14 10:39:43.588627199,,,,,,963.246538626254,,
5986,2398,2019-11-18 13:12:55.612915200,RESPONSE,,,,,,,
5987,2398,2019-11-19 08:40:31.195747200,RISK,,,,,,,
5988,2398,2019-11-24 05:36:05.816419200,APPROVED,DIGITAL,33,18200,31,,,
5989,2398,2019-11-24 06:28:55.407763200,,,,,,34.9458323173347,,
5990,2398,2019-12-03 08:46:36.935155199,,,,,,58258.1478950859,,
5991,2399,2019-11-11 05:13:31.493740800,RESPONSE,,,,,,,
5992,2399,2019-11-11 22:33:32.272617600,RISK,,,,,,,
5993,2399,2019-11-13 16:04:46.536556800,APPROVED,PLASTIC,38,18400,34,,,
5994,2399,2019-11-14 13:20:52.320768000,DELIVERED,,,,,,44100,1
5995,2401,2019-11-11 00:00:00.000000000,,,,,,,,
